instance_id,repo,analysis_time,ast_ged,dfg_ged,pdg_ged,cfg_ged,cpg_ged,callgraph_ged,loc_added,loc_deleted,token_distance,cyclomatic_delta,halstead_delta,scope_changes,type_changes,exception_changes
sphinx-doc__sphinx-8621,sphinx-doc/sphinx,0.0002288818359375,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
sphinx-doc__sphinx-8638,sphinx-doc/sphinx,0.0002040863037109375,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,0.00033092498779296875,0,0.0,0.0,0.0,0.0,0.0,4,0,30,-1,0,0,0,-1
sphinx-doc__sphinx-9229,sphinx-doc/sphinx,0.0017879009246826172,0,0.0,0.0,0.0,0.0,0.0,15,2,91,-1,0,0,0,-1
sphinx-doc__sphinx-9230,sphinx-doc/sphinx,0.0002589225769042969,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
sphinx-doc__sphinx-9258,sphinx-doc/sphinx,0.0004830360412597656,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
sphinx-doc__sphinx-9281,sphinx-doc/sphinx,0.0002067089080810547,0,0.0,0.0,0.0,0.0,0.0,5,2,-1,-1,0,0,0,-1
sphinx-doc__sphinx-9320,sphinx-doc/sphinx,0.000476837158203125,0,0.0,0.0,0.0,0.0,0.0,7,1,23,-1,0,0,0,-1
sphinx-doc__sphinx-9367,sphinx-doc/sphinx,0.0001938343048095703,0,0.0,0.0,0.0,0.0,0.0,5,3,-1,-1,0,0,0,-1
sphinx-doc__sphinx-9461,sphinx-doc/sphinx,0.0016031265258789062,0,0.0,0.0,0.0,0.0,0.0,6,2,28,-1,0,0,0,-1
sphinx-doc__sphinx-9591,sphinx-doc/sphinx,0.00030112266540527344,0,0.0,0.0,0.0,0.0,0.0,2,1,20,-1,0,0,0,-1
sphinx-doc__sphinx-9602,sphinx-doc/sphinx,0.00022983551025390625,0,0.0,0.0,0.0,0.0,0.0,10,2,-1,-1,0,0,0,-1
sphinx-doc__sphinx-9658,sphinx-doc/sphinx,0.0008833408355712891,0,0.0,0.0,0.0,0.0,0.0,3,1,10,-1,0,0,0,-1
sphinx-doc__sphinx-9673,sphinx-doc/sphinx,0.0002110004425048828,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
sphinx-doc__sphinx-9698,sphinx-doc/sphinx,0.0004150867462158203,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
sphinx-doc__sphinx-9711,sphinx-doc/sphinx,0.0004668235778808594,0,0.5,1.0,0.5,1.5,0.5,14,1,-1,-1,0,0,0,-1
sympy__sympy-11618,sympy/sympy,0.0003161430358886719,0,0.0,0.0,0.0,0.0,0.0,14,0,66,-1,0,0,0,-1
sympy__sympy-12096,sympy/sympy,0.0001850128173828125,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-12419,sympy/sympy,0.0007781982421875,0,0.5,1.0,0.5,1.5,0.5,6,4,-1,-1,0,0,0,-1
sympy__sympy-12481,sympy/sympy,0.00030112266540527344,0,0.0,0.0,0.0,0.0,0.0,2,6,21,-1,0,0,0,-1
sympy__sympy-12489,sympy/sympy,0.0003802776336669922,0,0.0,0.0,0.0,0.0,0.0,42,42,-1,-1,0,0,0,-1
sympy__sympy-13031,sympy/sympy,0.0004911422729492188,0,0.0,0.0,0.0,0.0,0.0,8,4,26,-1,0,0,0,-1
sympy__sympy-13091,sympy/sympy,0.004846096038818359,0,0.0,0.0,0.0,0.0,0.0,3,3,-1,-1,0,0,0,-1
sympy__sympy-13372,sympy/sympy,0.00021386146545410156,0,0.0,0.0,0.0,0.0,0.0,4,0,-1,-1,0,0,0,-1
sympy__sympy-13480,sympy/sympy,0.0002968311309814453,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
sympy__sympy-13551,sympy/sympy,0.00020384788513183594,0,0.5,1.0,0.5,1.5,0.5,2,2,-1,-1,0,0,0,-1
sympy__sympy-13615,sympy/sympy,0.00019407272338867188,0,0.0,0.0,0.0,0.0,0.0,11,1,-1,-1,0,0,0,-1
sympy__sympy-13647,sympy/sympy,0.00018405914306640625,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-13757,sympy/sympy,0.00024390220642089844,0,0.0,0.0,0.0,0.0,0.0,1,0,3,-1,0,0,0,-1
sympy__sympy-13798,sympy/sympy,0.00020313262939453125,0,0.0,0.0,0.0,0.0,0.0,17,6,-1,-1,0,0,0,-1
sympy__sympy-13852,sympy/sympy,0.006203889846801758,0,0.0,0.0,0.0,0.0,0.0,25,5,256,-1,0,0,0,-1
sympy__sympy-13877,sympy/sympy,0.0037300586700439453,0,0.5,1.0,0.5,1.5,0.5,14,12,-1,-1,0,0,0,-1
sympy__sympy-13878,sympy/sympy,0.05669999122619629,0,0.0,0.0,0.0,0.0,0.0,142,14,401,-1,0,0,0,-1
sympy__sympy-13974,sympy/sympy,0.0023622512817382812,0,0.0,0.0,0.0,0.0,0.0,37,8,102,-1,0,0,0,-1
sympy__sympy-14248,sympy/sympy,0.0006399154663085938,0,0.0,0.0,0.0,0.0,0.0,20,5,-1,-1,0,0,0,-1
sympy__sympy-14531,sympy/sympy,0.0002987384796142578,0,0.0,0.0,0.0,0.0,0.0,21,17,-1,-1,0,0,0,-1
sympy__sympy-14711,sympy/sympy,0.000270843505859375,0,0.0,0.0,0.0,0.0,0.0,2,0,7,-1,0,0,0,-1
sympy__sympy-14976,sympy/sympy,0.00019669532775878906,0,0.0,0.0,0.0,0.0,0.0,7,0,-1,-1,0,0,0,-1
sympy__sympy-15017,sympy/sympy,0.0002090930938720703,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-15345,sympy/sympy,0.00021219253540039062,0,0.0,0.0,0.0,0.0,0.0,4,1,-1,-1,0,0,0,-1
sympy__sympy-15349,sympy/sympy,0.0009031295776367188,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
sympy__sympy-15599,sympy/sympy,0.0014243125915527344,0,0.5,1.0,0.5,1.5,0.5,15,3,83,-1,0,0,0,-1
sympy__sympy-15809,sympy/sympy,0.005128145217895508,10,2.5,2.5,0.0,2.5,0.0,0,2,9,-1,-1.4571428571428573,0,0,0
sympy__sympy-15875,sympy/sympy,0.00020265579223632812,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-15976,sympy/sympy,0.0002167224884033203,0,0.0,0.0,0.0,0.0,0.0,14,19,-1,-1,0,0,0,-1
sympy__sympy-16450,sympy/sympy,0.0001850128173828125,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-16597,sympy/sympy,0.004328012466430664,0,0.0,0.0,0.0,0.0,0.0,5,2,41,-1,0,0,0,-1
sympy__sympy-16766,sympy/sympy,0.00021791458129882812,0,0.0,0.0,0.0,0.0,0.0,5,0,-1,-1,0,0,0,-1
sympy__sympy-16792,sympy/sympy,0.0014951229095458984,0,0.0,0.0,0.0,0.0,0.0,11,5,80,-1,0,0,0,-1
sympy__sympy-16886,sympy/sympy,0.0003819465637207031,0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,0,0,0,-1
sympy__sympy-17139,sympy/sympy,0.0002892017364501953,0,0.0,0.0,0.0,0.0,0.0,2,0,10,-1,0,0,0,-1
sympy__sympy-17318,sympy/sympy,0.0010800361633300781,0,0.0,0.0,0.0,0.0,0.0,3,3,4,-1,0,0,0,-1
sympy__sympy-17630,sympy/sympy,0.00019407272338867188,0,0.0,0.0,0.0,0.0,0.0,2,0,-1,-1,0,0,0,-1
sympy__sympy-17655,sympy/sympy,0.00019025802612304688,0,0.0,0.0,0.0,0.0,0.0,4,0,-1,-1,0,0,0,-1
sympy__sympy-18189,sympy/sympy,0.00019788742065429688,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-18199,sympy/sympy,0.0006132125854492188,0,0.5,1.0,0.5,1.5,0.5,47,3,-1,-1,0,0,0,-1
sympy__sympy-18211,sympy/sympy,0.0004949569702148438,0,0.0,0.0,0.0,0.0,0.0,8,1,29,-1,0,0,0,-1
sympy__sympy-18698,sympy/sympy,0.0007791519165039062,0,0.5,1.0,0.5,1.5,0.5,6,5,38,-1,0,0,0,-1
sympy__sympy-18763,sympy/sympy,0.00020122528076171875,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-19040,sympy/sympy,0.00017523765563964844,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-19346,sympy/sympy,0.0005562305450439453,0,0.0,0.0,0.0,0.0,0.0,10,0,76,-1,0,0,0,-1
sympy__sympy-19495,sympy/sympy,0.001950979232788086,0,0.0,0.0,0.0,0.0,0.0,10,9,42,-1,0,0,0,-1
sympy__sympy-19637,sympy/sympy,0.0001919269561767578,0,0.0,0.0,0.0,0.0,0.0,3,1,-1,-1,0,0,0,-1
sympy__sympy-19783,sympy/sympy,0.0009531974792480469,0,0.5,1.0,0.5,1.5,0.5,8,3,22,-1,0,0,0,-1
sympy__sympy-19954,sympy/sympy,0.0011148452758789062,0,0.0,0.0,0.0,0.0,0.0,5,4,73,-1,0,0,0,-1
sympy__sympy-20154,sympy/sympy,0.0002899169921875,0,0.0,0.0,0.0,0.0,0.0,4,19,-1,-1,0,0,0,-1
sympy__sympy-20428,sympy/sympy,0.00017881393432617188,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-20438,sympy/sympy,0.026169776916503906,0,0.0,0.0,0.0,0.0,0.0,6,0,62,-1,0,0,0,-1
sympy__sympy-20590,sympy/sympy,0.00036787986755371094,0,0.0,0.0,0.0,0.0,0.0,5,0,35,-1,0,0,0,-1
sympy__sympy-20801,sympy/sympy,0.0002009868621826172,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
sympy__sympy-20916,sympy/sympy,0.0007123947143554688,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
sympy__sympy-21379,sympy/sympy,0.0007760524749755859,0,0.0,0.0,0.0,0.0,0.0,8,4,18,-1,0,0,0,-1
sympy__sympy-21596,sympy/sympy,0.0020079612731933594,0,0.5,1.0,0.5,1.5,0.5,21,16,-1,-1,0,0,0,-1
sympy__sympy-21612,sympy/sympy,0.00019311904907226562,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-21847,sympy/sympy,0.00020503997802734375,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
sympy__sympy-21930,sympy/sympy,0.00019502639770507812,0,0.0,0.0,0.0,0.0,0.0,3,3,-1,-1,0,0,0,-1
sympy__sympy-22080,sympy/sympy,0.023797273635864258,67,5.0,6.0,1.0,6.0,0.0,9,2,43,0,4.095588235294118,0,0,0
sympy__sympy-22456,sympy/sympy,0.001432657241821289,0,0.0,0.0,0.0,0.0,0.0,9,3,30,-1,0,0,0,-1
sympy__sympy-22714,sympy/sympy,0.0003027915954589844,0,0.0,0.0,0.0,0.0,0.0,1,1,3,-1,0,0,0,-1
sympy__sympy-22914,sympy/sympy,0.00034618377685546875,0,0.5,1.0,0.5,1.5,0.5,2,0,4,-1,0,0,0,-1
sympy__sympy-23262,sympy/sympy,0.00019693374633789062,0,0.0,0.0,0.0,0.0,0.0,2,2,-1,-1,0,0,0,-1
sympy__sympy-23413,sympy/sympy,0.0004787445068359375,0,0.0,0.0,0.0,0.0,0.0,7,4,17,-1,0,0,0,-1
sympy__sympy-23534,sympy/sympy,0.00018715858459472656,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-23824,sympy/sympy,0.00028896331787109375,0,0.0,0.0,0.0,0.0,0.0,1,2,20,-1,0,0,0,-1
sympy__sympy-23950,sympy/sympy,0.00018787384033203125,0,0.0,0.0,0.0,0.0,0.0,1,1,-1,-1,0,0,0,-1
sympy__sympy-24066,sympy/sympy,0.00020003318786621094,0,0.0,0.0,0.0,0.0,0.0,3,4,-1,-1,0,0,0,-1
sympy__sympy-24213,sympy/sympy,0.00026702880859375,0,0.0,0.0,0.0,0.0,0.0,1,1,3,-1,0,0,0,-1
sympy__sympy-24443,sympy/sympy,0.0016939640045166016,0,0.0,0.0,0.0,0.0,0.0,22,33,131,-1,0,0,0,-1
sympy__sympy-24539,sympy/sympy,0.00018787384033203125,0,0.0,0.0,0.0,0.0,0.0,6,3,-1,-1,0,0,0,-1
sympy__sympy-24562,sympy/sympy,0.00019502639770507812,0,0.0,0.0,0.0,0.0,0.0,5,3,-1,-1,0,0,0,-1
sympy__sympy-24661,sympy/sympy,0.00019502639770507812,0,0.0,0.0,0.0,0.0,0.0,23,0,-1,-1,0,0,0,-1
